Id,Weekly_Sales
1_4_2012-11-09,39984.83739255433
1_4_2012-11-16,37354.33706803374
1_4_2012-11-23,44657.31488759096
1_4_2012-11-30,42421.92025942257
1_4_2012-12-07,40797.252622408865
1_4_2012-12-14,39461.71762421868
1_4_2012-12-21,42203.67121592032
1_4_2012-12-28,38433.153237293016
1_4_2013-01-04,40713.632733993654
1_4_2013-01-11,36941.003385300755
1_4_2013-01-18,35651.76533011484
1_4_2013-01-25,35908.277679668754
1_4_2013-02-01,39798.673176238626
1_4_2013-02-08,39839.885009394086
1_4_2013-02-15,38247.93043665683
1_4_2013-02-22,37377.44625558079
1_4_2013-03-01,38852.12877430692
1_4_2013-03-08,39330.73546023018
1_4_2013-03-15,37196.60114302416
1_4_2013-03-22,37551.059345831476
1_4_2013-03-29,35783.65145572877
1_4_2013-04-05,38345.16759101464
1_4_2013-04-12,35945.04698312797
1_4_2013-04-19,36219.02429335683
1_4_2013-04-26,35663.4191865219
1_4_2013-05-03,36939.89005043084
1_4_2013-05-10,34401.266798815006
1_4_2013-05-17,35480.9054234779
1_4_2013-05-24,36594.02668970351
1_4_2013-05-31,35757.8014777206
1_4_2013-06-07,38869.04563124428
1_4_2013-06-14,36987.19470369574
1_4_2013-06-21,37109.69245719765
1_4_2013-06-28,35727.42786619003
1_4_2013-07-05,40794.86245064464
1_4_2013-07-12,36115.06563171147
1_4_2013-07-19,36386.459232361376
1_4_2013-07-26,34740.41488059492
1_5_2012-11-02,34294.187454299055
1_5_2012-11-09,33411.191740402355
1_5_2012-11-16,32094.73712666427
1_5_2012-11-23,80488.88565376881
1_5_2012-11-30,81919.75723348209
1_5_2012-12-07,40326.05956479811
1_5_2012-12-14,47112.27841663134
1_5_2012-12-21,86996.96549366454
1_5_2012-12-28,34806.90594826189
1_5_2013-01-04,22547.067493871637
1_5_2013-01-11,20496.30428742567
1_5_2013-01-18,20899.31674707219
1_5_2013-01-25,19369.63257846256
1_5_2013-02-01,32419.787565995044
1_5_2013-02-08,31278.83895313588
1_5_2013-02-15,39456.4843686954
1_5_2013-02-22,31986.64714955451
1_5_2013-03-01,27429.67174123223
1_5_2013-03-08,27320.904573521293
1_5_2013-03-15,29549.82111204344
1_5_2013-03-22,28167.582783753103
1_5_2013-03-29,24888.13689038825
1_5_2013-04-05,24919.963998597872
1_5_2013-04-12,23972.680433401074
1_5_2013-04-19,21005.96976910633
1_5_2013-04-26,22054.337644743646
1_5_2013-05-03,15929.436944457837
1_5_2013-05-10,16615.359326382575
1_5_2013-05-17,17624.789190331234
1_5_2013-05-24,19656.77388670623
1_5_2013-05-31,17110.987307026455
1_5_2013-06-07,20716.61268184751
1_5_2013-06-14,22806.210263676603
1_5_2013-06-21,21024.603092667152
1_5_2013-06-28,20962.579048642256
1_5_2013-07-05,23677.74803025893
1_5_2013-07-12,18870.832954951366
1_5_2013-07-19,17309.526368532523
1_5_2013-07-26,16534.18280010284
1_6_2012-11-02,4078.0867503916534
1_6_2012-11-09,3871.0380325532983
1_6_2012-11-16,4011.069456571821
1_6_2012-11-23,19977.877389091533
1_6_2012-11-30,15489.762086034436
1_6_2012-12-07,5128.0039087461755
1_6_2012-12-14,7220.881005409802
1_6_2012-12-21,17263.013325607997
1_6_2012-12-28,6525.654382464932
1_6_2013-01-04,1586.111470421433
1_6_2013-01-11,1450.149861173174
1_6_2013-01-18,1848.8717143527545
1_6_2013-01-25,1876.873882477705
1_6_2013-02-01,3163.2652248957984
1_6_2013-02-08,3031.1982987666624
1_6_2013-02-15,3290.3120843633983
1_6_2013-02-22,3521.217696877486
1_6_2013-03-01,3033.399365718812
1_6_2013-03-08,3067.085067029285
1_6_2013-03-15,3290.1931841323058
1_6_2013-03-22,2976.7882905224046
1_6_2013-03-29,2887.7090997031737
1_6_2013-04-05,3388.4636319541096
1_6_2013-04-12,3457.81342129963
1_6_2013-04-19,2737.7586545494464
1_6_2013-04-26,3199.76461576526
1_6_2013-05-03,3394.1423998600876
1_6_2013-05-10,3768.990144557137
1_6_2013-05-17,3720.4895814722936
1_6_2013-05-24,6007.585466779899
1_6_2013-05-31,4726.368473714724
1_6_2013-06-07,4499.02595531172
1_6_2013-06-14,4385.156521940236
1_6_2013-06-21,4567.11988490915
1_6_2013-06-28,3777.3669284235257
1_6_2013-07-05,5214.899194576982
1_6_2013-07-12,4093.5359374999166
1_6_2013-07-19,4250.557544473052
1_6_2013-07-26,4014.2502602571667
1_7_2012-11-02,28712.648373927495
1_7_2012-11-09,28275.594600905442
1_7_2012-11-16,30410.940242517507
1_7_2012-11-23,75425.61985933021
1_7_2012-11-30,82055.11543542838
1_7_2012-12-07,49494.22563021676
1_7_2012-12-14,64009.09894455743
1_7_2012-12-21,131764.67672074612
1_7_2012-12-28,42045.72141776843
1_7_2013-01-04,12493.626926853045
1_7_2013-01-11,12900.346353401137
1_7_2013-01-18,13826.038015675194
1_7_2013-01-25,14489.95869276583
1_7_2013-02-01,22392.842480751908
1_7_2013-02-08,20722.403893160386
1_7_2013-02-15,20209.42241201421
1_7_2013-02-22,20486.76491613025
1_7_2013-03-01,21320.45162368485
1_7_2013-03-08,22381.341060915565
1_7_2013-03-15,22383.79773150137
1_7_2013-03-22,23419.206920137327
1_7_2013-03-29,21131.968330886117
1_7_2013-04-05,22326.413537716668
1_7_2013-04-12,21308.899280110654
1_7_2013-04-19,21735.956628796066
1_7_2013-04-26,20023.084283794895
1_7_2013-05-03,21046.592576251755
1_7_2013-05-10,20618.071959705987
1_7_2013-05-17,21852.001503152173
1_7_2013-05-24,26458.657704514226
1_7_2013-05-31,28704.06282957969
1_7_2013-06-07,31112.05468246368
1_7_2013-06-14,31782.752687079083
1_7_2013-06-21,32163.872253289464
1_7_2013-06-28,27966.761098371673
1_7_2013-07-05,29753.07901413034
1_7_2013-07-12,27631.383439580506
1_7_2013-07-19,25121.468185986025
1_7_2013-07-26,22810.80459765157
1_8_2012-11-02,40847.39968174578
1_8_2012-11-09,41633.296009859594
1_8_2012-11-16,37849.38201852342
1_8_2012-11-23,35148.81052436218
1_8_2012-11-30,36693.05748548676
1_8_2012-12-07,39796.64795311373
1_8_2012-12-14,40609.887721620114
1_8_2012-12-21,41347.18722132552
1_8_2012-12-28,35364.5965142299
1_8_2013-01-04,38204.45756313514
1_8_2013-01-11,35828.19657222679
1_8_2013-01-18,36140.86315112339
1_8_2013-01-25,35323.715693822465
1_8_2013-02-01,41427.62210847327
1_8_2013-02-08,42542.99753974412
1_8_2013-02-15,40891.3131060659
1_8_2013-02-22,40371.121029700786
1_8_2013-03-01,40281.90797865596
1_8_2013-03-08,40810.75706218927
1_8_2013-03-15,38733.94919376313
1_8_2013-03-22,39417.290177816285
1_8_2013-03-29,36946.50606645567
1_8_2013-04-05,39548.6795913719
1_8_2013-04-12,36110.55523288146
1_8_2013-04-19,35715.1637897985
1_8_2013-04-26,35223.12584760782
1_8_2013-05-03,42872.599434252435
1_8_2013-05-10,40387.2123920735
1_8_2013-05-17,43329.29562393124
1_8_2013-05-24,41382.52015849032
1_8_2013-05-31,38796.58435953678
1_8_2013-06-07,42977.68921188086
1_8_2013-06-14,43440.837397056406
1_8_2013-06-21,42184.84836631096
1_8_2013-06-28,41809.03646617584
1_8_2013-07-05,44527.4467867876
1_8_2013-07-12,41004.625648088644
1_8_2013-07-19,39561.39426984228
1_8_2013-07-26,38219.557291744175
1_9_2012-11-02,30398.794521227785
1_9_2012-11-09,29642.665039012034
1_9_2012-11-16,25868.507370958392
1_9_2012-11-23,41570.032979129355
1_9_2012-11-30,32039.080446319796
1_9_2012-12-07,30517.775839486832
1_9_2012-12-14,28645.304806034266
1_9_2012-12-21,37958.722710939495
1_9_2012-12-28,25192.57887295609
1_9_2013-01-04,13680.733424698567
1_9_2013-01-11,17451.507279130412
1_9_2013-01-18,13919.96499551963
1_9_2013-01-25,18451.815830460604
1_9_2013-02-01,23969.554515107113
1_9_2013-02-08,23367.065363269976
1_9_2013-02-15,20585.67379425202
1_9_2013-02-22,21486.263642592974
1_9_2013-03-01,28027.28712196483
1_9_2013-03-08,28372.307444400514
1_9_2013-03-15,29663.683653132954
1_9_2013-03-22,30625.714173939927
1_9_2013-03-29,26536.65785764765
1_9_2013-04-05,31736.73415783209
1_9_2013-04-12,29053.393543088954
1_9_2013-04-19,29890.756162238635
1_9_2013-04-26,28815.928571586202
1_9_2013-05-03,33985.14741515206
1_9_2013-05-10,30109.6366682734
1_9_2013-05-17,31550.87009770313
1_9_2013-05-24,34283.27769060506
1_9_2013-05-31,32002.170603363847
1_9_2013-06-07,37335.190766471045
1_9_2013-06-14,37999.09642928802
1_9_2013-06-21,38259.727301003506
1_9_2013-06-28,34602.434532996944
1_9_2013-07-05,40867.989317536245
1_9_2013-07-12,35538.11447622734
1_9_2013-07-19,32377.767085491654
1_9_2013-07-26,33804.958462661525
1_10_2012-11-02,36935.34091703199
1_10_2012-11-09,37429.45022946885
1_10_2012-11-16,34834.59877550093
1_10_2012-11-23,36964.31021792425
1_10_2012-11-30,35686.86432352214
1_10_2012-12-07,37549.93124743692
1_10_2012-12-14,36870.13340413022
1_10_2012-12-21,38807.24080308497
1_10_2012-12-28,30941.994575663055
1_10_2013-01-04,29351.05081417789
1_10_2013-01-11,28470.793739679328
1_10_2013-01-18,29591.82996340964
1_10_2013-01-25,29632.514340697217
1_10_2013-02-01,36838.16720674439
1_10_2013-02-08,36922.23437749027
1_10_2013-02-15,33428.35148039663
1_10_2013-02-22,35242.87354969073
1_10_2013-03-01,34904.07978252363
1_10_2013-03-08,34890.1491669587
1_10_2013-03-15,35815.00366887613
1_10_2013-03-22,36649.715680372385
1_10_2013-03-29,32473.182901013093
1_10_2013-04-05,33868.37075216028
1_10_2013-04-12,32571.769224165604
1_10_2013-04-19,33108.37814202032
1_10_2013-04-26,32171.698316727055
1_10_2013-05-03,31846.337135781454
1_10_2013-05-10,32243.877488780636
1_10_2013-05-17,34300.135112496086
1_10_2013-05-24,34459.530713921115
1_10_2013-05-31,32338.851950129814
1_10_2013-06-07,35895.13012436354
1_10_2013-06-14,38225.143884515404
1_10_2013-06-21,38332.54950079885
1_10_2013-06-28,38824.11500184181
1_10_2013-07-05,39392.31809326451
1_10_2013-07-12,38043.82098531333
1_10_2013-07-19,34959.913175404035
1_10_2013-07-26,33360.699181978656
1_11_2012-11-02,26586.847978101614
1_11_2012-11-09,25804.322353586937
1_11_2012-11-16,24316.08504901829
1_11_2012-11-23,27891.985594951566
1_11_2012-11-30,27536.83699745953
1_11_2012-12-07,30224.06751013407
1_11_2012-12-14,25987.288490554074
1_11_2012-12-21,29787.063296718497
1_11_2012-12-28,23789.68505116621
1_11_2013-01-04,25562.473885260595
1_11_2013-01-11,22940.185479988144
1_11_2013-01-18,22853.073475609337
1_11_2013-01-25,22135.233999204378
1_11_2013-02-01,25896.05493536298
1_11_2013-02-08,24676.808376726574
1_11_2013-02-15,22867.461983153757
1_11_2013-02-22,23060.566230256885
1_11_2013-03-01,24823.167453118804
1_11_2013-03-08,24930.147008761458
1_11_2013-03-15,23979.86091687377
1_11_2013-03-22,24827.888302545078
1_11_2013-03-29,22614.40331991161
1_11_2013-04-05,23494.425284739056
1_11_2013-04-12,21886.01617806789
1_11_2013-04-19,22782.100919297965
1_11_2013-04-26,21539.604524814742
1_11_2013-05-03,25938.562591278434
1_11_2013-05-10,22980.161711475102
1_11_2013-05-17,26029.651317354932
1_11_2013-05-24,29696.365702100506
1_11_2013-05-31,27316.631748746913
1_11_2013-06-07,34458.47152690802
1_11_2013-06-14,32469.449194986497
1_11_2013-06-21,33651.657497499575
1_11_2013-06-28,34348.43338030669
1_11_2013-07-05,33921.911806876094
1_11_2013-07-12,31346.118885018455
1_11_2013-07-19,28633.072393735245
1_11_2013-07-26,29536.06207581555
1_12_2012-11-02,9955.331428744494
1_12_2012-11-09,10142.390624095326
1_12_2012-11-16,9410.829043080523
1_12_2012-11-23,9058.10614563657
1_12_2012-11-30,9656.98332805838
1_12_2012-12-07,10040.790529592441
1_12_2012-12-14,9127.005380221748
1_12_2012-12-21,9751.31853012439
1_12_2012-12-28,8109.876950907717
1_12_2013-01-04,7868.280891383774
1_12_2013-01-11,8372.974389646804
1_12_2013-01-18,7991.291662160853
1_12_2013-01-25,8645.03511967551
1_12_2013-02-01,9943.974448823052
1_12_2013-02-08,10249.700145500845
1_12_2013-02-15,9762.361760699932
1_12_2013-02-22,9979.1886148384
1_12_2013-03-01,10061.62213478768
1_12_2013-03-08,10023.248426941402
1_12_2013-03-15,10536.785684456465
1_12_2013-03-22,10025.184532292453
1_12_2013-03-29,9954.64943370905
1_12_2013-04-05,10578.011148663249
1_12_2013-04-12,9761.786855602724
1_12_2013-04-19,9826.031890731716
1_12_2013-04-26,9735.75883900425
1_12_2013-05-03,9543.683044385323
1_12_2013-05-10,9546.351764318588
1_12_2013-05-17,9987.510295453782
1_12_2013-05-24,9756.646083424015
1_12_2013-05-31,9525.861253469746
1_12_2013-06-07,10268.070978620135
1_12_2013-06-14,10071.783244025795
1_12_2013-06-21,10250.845323167852
1_12_2013-06-28,9635.604125276772
1_12_2013-07-05,10057.812640142954
1_12_2013-07-12,9853.503940756076
1_12_2013-07-19,9885.382407022686
1_12_2013-07-26,9966.459148466136
1_13_2012-11-02,42771.48700588765
1_13_2012-11-09,41633.943214124214
1_13_2012-11-16,37954.09141724059
1_13_2012-11-23,41724.26087709884
1_13_2012-11-30,37625.72009557805
1_13_2012-12-07,39276.655220157714
1_13_2012-12-14,37514.96882635348
1_13_2012-12-21,37874.59985776801
1_13_2012-12-28,34611.697473717366
1_13_2013-01-04,41471.97483432678
1_13_2013-01-11,39128.04949793846
1_13_2013-01-18,36647.92337661561
1_13_2013-01-25,37656.434431020214
1_13_2013-02-01,42041.4463658524
1_13_2013-02-08,42405.45581400324
1_13_2013-02-15,40878.409204558724
1_13_2013-02-22,40171.18154124299
1_13_2013-03-01,42163.75028949836
1_13_2013-03-08,43056.352485586125
1_13_2013-03-15,39611.566488223725
1_13_2013-03-22,39249.38381709176
1_13_2013-03-29,37716.88814329092
1_13_2013-04-05,39946.14511607163
1_13_2013-04-12,36883.17453993426
1_13_2013-04-19,37036.44847910846
1_13_2013-04-26,36815.26771401893
1_13_2013-05-03,39539.79238500674
1_13_2013-05-10,36915.06458262749
1_13_2013-05-17,38714.18583998376
1_13_2013-05-24,38284.59376994751
1_13_2013-05-31,36539.32066895492
1_13_2013-06-07,39783.77434641168
1_13_2013-06-14,38128.66653302972
1_13_2013-06-21,37750.36612177705
1_13_2013-06-28,37192.14030499526
1_13_2013-07-05,39743.798403575456
1_13_2013-07-12,37192.41478814809
1_13_2013-07-19,37113.986265781816
1_13_2013-07-26,36976.11426197719
1_14_2012-11-02,19789.077849140805
1_14_2012-11-09,20562.279061357953
1_14_2012-11-16,19958.73091934084
1_14_2012-11-23,49096.892779301386
1_14_2012-11-30,38501.28146972321
1_14_2012-12-07,25532.930249826648
1_14_2012-12-14,27654.297973614513
1_14_2012-12-21,41917.206986678444
1_14_2012-12-28,28122.74284690125
1_14_2013-01-04,17355.684758437303
1_14_2013-01-11,15900.803463387414
1_14_2013-01-18,14590.920692102016
1_14_2013-01-25,14253.253678928731
1_14_2013-02-01,18490.43591221001
1_14_2013-02-08,17914.778061407396
1_14_2013-02-15,18032.57538885821
1_14_2013-02-22,18530.122287467624
1_14_2013-03-01,16994.449629190036
1_14_2013-03-08,16944.433297698768
1_14_2013-03-15,16810.015757966765
1_14_2013-03-22,17460.379187534953
1_14_2013-03-29,16074.785185200482
1_14_2013-04-05,16771.787934138098
1_14_2013-04-12,14956.215104040662
1_14_2013-04-19,15004.033004133318
1_14_2013-04-26,14846.147978425251
1_14_2013-05-03,17546.855603487737
1_14_2013-05-10,17067.52105554362
1_14_2013-05-17,17697.373399726042
1_14_2013-05-24,18504.30741618098
1_14_2013-05-31,16417.20537241783
1_14_2013-06-07,17389.058018041356
1_14_2013-06-14,18043.697058305894
1_14_2013-06-21,17091.599474028066
1_14_2013-06-28,15865.82539119622
1_14_2013-07-05,19072.391095065406
1_14_2013-07-12,15289.837033943937
1_14_2013-07-19,15539.694775618116
1_14_2013-07-26,13877.947215111408
1_16_2012-11-02,12029.800417819297
1_16_2012-11-09,11364.235778502325
1_16_2012-11-16,9544.34358312498
1_16_2012-11-23,8745.838349132207
1_16_2012-11-30,8295.432771845919
1_16_2012-12-07,14964.143598137272
1_16_2012-12-14,9672.81547065802
1_16_2012-12-21,13067.60041901593
1_16_2012-12-28,4504.987819910163
1_16_2013-01-04,5778.548559060591
1_16_2013-01-11,7895.804717792476
1_16_2013-01-18,6195.897011087508
1_16_2013-01-25,11254.0712368164
1_16_2013-02-01,22210.577315083814
1_16_2013-02-08,20269.46413952697
1_16_2013-02-15,14772.359726140936
1_16_2013-02-22,16241.387765175283
1_16_2013-03-01,29820.78325683614
1_16_2013-03-08,29811.447965970397
1_16_2013-03-15,33234.16346967245
1_16_2013-03-22,37375.52399886373
1_16_2013-03-29,28878.52366449953
1_16_2013-04-05,41113.984704527684
1_16_2013-04-12,44348.76043054858
1_16_2013-04-19,45377.54456282079
1_16_2013-04-26,40891.089968829096
1_16_2013-05-03,41082.3522937866
1_16_2013-05-10,38629.02534242952
1_16_2013-05-17,41058.75490388862
1_16_2013-05-24,38964.373341295905
1_16_2013-05-31,38543.123822283225
1_16_2013-06-07,41788.677673058635
1_16_2013-06-14,39746.58936652224
1_16_2013-06-21,38788.78296912867
1_16_2013-06-28,34572.06274334549
1_16_2013-07-05,38579.63752211514
1_16_2013-07-12,35659.82505782955
1_16_2013-07-19,31263.18058951965
1_16_2013-07-26,30504.77308743058
1_17_2012-11-02,9553.047933057354
1_17_2012-11-09,9562.80964394518
1_17_2012-11-16,9412.623441947775
1_17_2012-11-23,15194.071274614302
1_17_2012-11-30,16352.76488910357
1_17_2012-12-07,9916.468989066803
1_17_2012-12-14,13566.280823504401
1_17_2012-12-21,18449.532769797635
1_17_2012-12-28,11893.630405444888
1_17_2013-01-04,9079.06780381118
1_17_2013-01-11,8005.668392422627
1_17_2013-01-18,8879.021113311874
1_17_2013-01-25,8063.327581330333
1_17_2013-02-01,9822.703187010675
1_17_2013-02-08,9420.971593884991
1_17_2013-02-15,9950.272484982437
1_17_2013-02-22,10277.881964596678
1_17_2013-03-01,10308.506095659328
1_17_2013-03-08,10101.673958974616
1_17_2013-03-15,9567.917701093598
1_17_2013-03-22,9607.938242688411
1_17_2013-03-29,9655.969740683842
1_17_2013-04-05,9188.313562628373
1_17_2013-04-12,8187.620171548427
1_17_2013-04-19,7998.0528394875355
1_17_2013-04-26,8031.241628854681
1_17_2013-05-03,8972.774274713665
1_17_2013-05-10,8126.056273596887
1_17_2013-05-17,8899.466680843854
1_17_2013-05-24,9592.67762907477
1_17_2013-05-31,8458.94825150144
1_17_2013-06-07,8749.532559874337
1_17_2013-06-14,8461.89108658676
1_17_2013-06-21,8415.796843359334
1_17_2013-06-28,7969.62721309145
1_17_2013-07-05,9547.097637276725
1_17_2013-07-12,7762.7571454470535
1_17_2013-07-19,7824.018032864509
1_17_2013-07-26,7557.21189414058
1_18_2012-11-02,17997.9194053879
1_18_2012-11-09,18645.4373235148
1_18_2012-11-16,15208.443925820025
1_18_2012-11-23,40094.3956944091
1_18_2012-11-30,28325.774924863028
1_18_2012-12-07,44692.29576782508
1_18_2012-12-14,30439.14649566209
1_18_2012-12-21,26721.127236617598
1_18_2012-12-28,17631.7813995723
1_18_2013-01-04,5497.841283205636
1_18_2013-01-11,4830.836425046874
1_18_2013-01-18,2327.6170140299128
1_18_2013-01-25,651.4217121816757
1_18_2013-02-01,6827.988927035844
1_18_2013-02-08,4467.165014894048
1_18_2013-02-15,12049.392688313876
1_18_2013-02-22,4742.422889162654
1_18_2013-03-01,2287.910776583822
1_18_2013-03-08,3463.223308858421
1_18_2013-03-15,3344.407105365129
1_18_2013-03-22,2551.8762732733862
1_18_2013-03-29,1227.189427988735
1_18_2013-04-05,4810.270309008759
1_18_2013-04-12,5241.874045220062
1_18_2013-04-19,1388.8482998284549
1_18_2013-04-26,2268.810173270313
1_18_2013-05-03,-3230.7557715752246
1_18_2013-05-10,-802.1698460262712
1_18_2013-05-17,-2288.878988903273
1_18_2013-05-24,2618.030853541636
1_18_2013-06-07,-1578.7934936971342
1_18_2013-07-05,1059.034554660409
1_19_2012-11-02,2110.0616178888813
1_19_2012-11-09,2236.8235136474705
1_19_2012-11-16,1872.9985391449202
1_19_2012-11-23,1700.1562364874883
1_19_2012-11-30,2144.295767173744
1_19_2012-12-07,1956.2552596118858
1_19_2012-12-14,2119.522921919779
1_19_2012-12-21,2471.786396400157
1_19_2012-12-28,1715.7443373440683
1_19_2013-01-04,1353.044459466479
1_19_2013-01-11,1087.7114374087394
1_19_2013-01-18,1235.6842666286598
1_19_2013-01-25,1242.8384065926168
1_19_2013-02-01,1363.3706196396217
1_19_2013-02-08,1590.8225359000105
1_19_2013-02-15,1654.9645964304286
1_19_2013-02-22,1809.9740204507577
1_19_2013-03-01,2150.6143140216127
1_19_2013-03-08,1664.6521720553328
1_19_2013-03-15,1653.1066356197766
1_19_2013-03-22,1682.7301430313348
1_19_2013-03-29,1872.468349759932
1_19_2013-04-05,1838.5814060936236
1_19_2013-04-12,1238.0217845063537
1_19_2013-04-19,1125.7330867882524
1_19_2013-04-26,1134.4089770403546
1_19_2013-05-03,963.2239219868433
1_19_2013-05-10,1171.7005123445017
1_19_2013-05-17,1477.7991165153353
1_19_2013-05-24,1444.528064067861
1_19_2013-05-31,1201.8586501291738
1_19_2013-06-07,1413.3349905479413
1_19_2013-06-14,1865.2876846418717
1_19_2013-06-21,1937.200014756053
1_19_2013-06-28,1276.610627065785
1_19_2013-07-05,1766.4641012330228
1_19_2013-07-12,1445.0245879572478
1_19_2013-07-19,1451.4500933496245
1_19_2013-07-26,1381.6239081350811
1_20_2012-11-02,4811.952431356327
1_20_2012-11-09,4881.829393147306
1_20_2012-11-16,4216.502097150675
1_20_2012-11-23,6501.806855694381
1_20_2012-11-30,5160.1561764773
1_20_2012-12-07,4116.143778009921
1_20_2012-12-14,4308.793161994023
1_20_2012-12-21,4833.60914396208
1_20_2012-12-28,3951.8243284122027
1_20_2013-01-04,4030.632579768306
1_20_2013-01-11,3538.311860151541
1_20_2013-01-18,3270.8756473497897
1_20_2013-01-25,3511.2325147394663
1_20_2013-02-01,5476.502389798821
1_20_2013-02-08,5527.788330375798
1_20_2013-02-15,4952.811610642913
1_20_2013-02-22,5218.775125417031
1_20_2013-03-01,6007.2614866403965
1_20_2013-03-08,5350.267034198412
1_20_2013-03-15,5031.511533417952
1_20_2013-03-22,5093.069915586586
1_20_2013-03-29,5201.89393757577
1_20_2013-04-05,4982.613257114382
1_20_2013-04-12,4149.944038303224
1_20_2013-04-19,4262.167856555245
1_20_2013-04-26,4033.9111200234734
1_20_2013-05-03,5106.779054794519
1_20_2013-05-10,4487.379247285274
1_20_2013-05-17,4719.978228431721
1_20_2013-05-24,5003.0322980478495
1_20_2013-05-31,4386.137443414637
1_20_2013-06-07,5863.09671643368
1_20_2013-06-14,5407.150867301127
1_20_2013-06-21,5352.669198880459
1_20_2013-06-28,5243.840546635412
1_20_2013-07-05,6710.941092959885
1_20_2013-07-12,4662.484054339537
